dataset,arquivo,nome_gab,exp_gab,erro,nome_app,exp_app,nome_ok,exp_capturadas,empresas_ok,cargos_ok
synth_filled_v2,pdf/02_consultor_de_vendas_mariana_cardoso_rodrig_f01.pdf,Mariana Cardoso Rodrigues,1,,Mariana Cardoso Rodrigu,1,True,1,1,1
synth_filled_v2,pdf/03_atendente_de_caixa_thiago_lima_santos_f02.pdf,Thiago Lima Santos,2,,Thiago Lima Santos,2,True,2,1,2
synth_filled_v2,pdf/04_balconista_de_farmac_isabela_pinto_carvalho_f03.pdf,Isabela Pinto Carvalho,1,,Pinto Carvalho,1,True,1,1,1
synth_filled_v2,pdf/05_assistente_administr_vinicius_nogueira_pint_noaccent_f04.pdf,Vinicius Nogueira Pinto,1,,Nogueira Pinto,1,True,1,1,1
synth_filled_v2,pdf/06_balconista_de_farmac_bruna_nascimento_gomes_f05.pdf,Bruna Nascimento Gomes,1,,Bruna Nascimento Gomes,1,True,1,1,1
synth_filled_v2,pdf/07_vendedora_mariana_ferreira_marti_f06.pdf,Mariana Ferreira Martins,3,,Mariana Ferreira Martins,3,True,3,3,3
synth_filled_v2,pdf/08_repositor_de_mercado_fernanda_teixeira_teix_f07.pdf,Fernanda Teixeira Teixeira,2,,Fernanda Teixeira,2,True,2,0,2
synth_filled_v2,pdf/09_consultor_de_vendas_bruno_mendes_santos_f08.pdf,Bruno Mendes Santos,1,,Bruno Mendes S,1,True,1,1,1
synth_filled_v2,pdf/10_repositor_de_mercado_isabela_gomes_rodrigue_multiemail_f09.pdf,Isabela Gomes Rodrigues,1,,Isabela Gomes Rodrigues,1,True,1,1,0
synth_filled_v2,pdf/11_auxiliar_de_servicos_juliana_ferreira_carva_f10.pdf,Juliana Ferreira Carvalho,1,,Juliana Ferreira Carvalho,1,True,1,1,0
synth_filled_v2,pdf/12_atendente_de_farmaci_patricia_mendes_cardos_f11.pdf,Patrícia Mendes Cardoso,3,,Patrícia Mendes Cardoso,3,True,3,2,3
synth_filled_v2,pdf/13_assistente_administr_fernanda_costa_gomes_p00.pdf,Fernanda Costa Gomes,3,,Fernanda Costa Gomes,3,True,3,3,3
synth_filled_v2,pdf/14_repositor_de_mercado_igor_souza_correia_p01.pdf,Igor Souza Correia,3,,Igor Souza Correia,3,True,3,2,3
synth_filled_v2,pdf/15_recepcionista_de_cli_mateus_moreira_silva_upper_p02.pdf,MATEUS MOREIRA SILVA,1,,MATEUS MOREIRA SILVA,1,True,1,1,1
synth_filled_v2,pdf/16_assistente_administr_tatiane_oliveira_nasci_f00.pdf,Tatiane Oliveira Nascimento,2,,Tatiane Oliveira Nascimento,2,True,2,2,2
synth_filled_v2,pdf/17_conferente_fernanda_araujo_araujo_f01.pdf,Fernanda Araújo Araújo,3,,Fernanda Araújo Araújo,3,True,3,1,3
synth_filled_v2,pdf/18_vendedor_gabriel_carvalho_ferna_f02.pdf,Gabriel Carvalho Fernandes,1,,Gabriel Carvalho,2,True,1,0,1
synth_filled_v2,pdf/19_assistente_administr_camila_fernandes_nasci_f03.pdf,Camila Fernandes Nascimento,2,,Camila Fernandes Nascimento,2,True,2,2,2
synth_filled_v2,pdf/20_repositor_de_mercado_gustavo_souza_lima_noaccent_f04.pdf,Gustavo Souza Lima,1,,Souza Lima,1,True,1,0,1
synth_filled_v2,pdf/21_vendedor_otavio_freitas_santos_f05.pdf,Otávio Freitas Santos,1,,Otávio Freitas Santos,1,True,1,1,1
synth_filled_v2,pdf/22_acougueiro_rafael_macedo_nogueira_f06.pdf,Rafael Macedo Nogueira,2,,Rafael Macedo Nogueira,2,True,2,1,2
synth_filled_v2,pdf/23_acougueiro_helena_almeida_nascime_f07.pdf,Helena Almeida Nascimento,3,,Helena Almeida Nascimen,3,True,3,2,3
synth_filled_v2,pdf/24_desenvolvedor_backen_daniel_ribeiro_monteir_f08.pdf,Daniel Ribeiro Monteiro,2,,Daniel Ribeiro Mo,2,True,2,2,0
synth_filled_v2,pdf/25_conferente_debora_moreira_barbosa_multiemail_f09.pdf,Débora Moreira Barbosa,2,,Débora Moreira Barbosa,2,True,2,1,2
synth_filled_v2,pdf/26_tecnico_de_enfermage_renata_silva_ferreira_f10.pdf,Renata Silva Ferreira,2,,Renata Silva Ferreira,2,True,2,2,0
synth_filled_v2,pdf/27_engenheiro_de_softwa_maria_fernandes_gomes_f11.pdf,Maria Fernandes Gomes,2,,Maria Fernandes Gomes,2,True,2,2,2
synth_filled_v2,pdf/28_recepcionista_de_cli_vitoria_mendes_monteir_p00.pdf,Vitória Mendes Monteiro,2,,Vitória Mendes Monteiro,2,True,2,1,2
synth_filled_v2,pdf/29_recepcionista_leonardo_costa_monteir_p01.pdf,Leonardo Costa Monteiro,1,,Leonardo Costa Monteiro,1,True,1,1,1
synth_filled_v2,pdf/30_motorista_entregador_rafael_nogueira_costa_upper_p02.pdf,RAFAEL NOGUEIRA COSTA,2,,RAFAEL NOGUEIRA COSTA,2,True,2,2,2
synth_filled_v2,pdf/31_atendente_de_call_ce_gustavo_mendes_vieira_f00.pdf,Gustavo Mendes Vieira,3,,Gustavo Mendes Vieira,3,True,3,1,3
synth_filled_v2,pdf/32_repositor(a)_de_loja_mateus_carvalho_cavalc_f01.pdf,Mateus Carvalho Cavalcante,2,,Mateus Carvalho Cavalcan,2,True,2,2,0
synth_filled_v2,pdf/33_consultor_de_vendas_tatiane_cavalcante_fer_f02.pdf,Tatiane Cavalcante Ferreira,2,,Tatiane Cavalcante,2,True,2,2,2
synth_filled_v2,pdf/34_enfermeiro_juliana_barbosa_souza_f03.pdf,Juliana Barbosa Souza,1,,Barbosa Souza,1,True,1,1,1
synth_filled_v2,pdf/35_tecnico_de_enfermage_mariana_gomes_moreira_noaccent_f04.pdf,Mariana Gomes Moreira,1,,Gomes Moreira,1,True,1,1,0
synth_filled_v2,pdf/36_enfermeiro_vinicius_oliveira_fern_f05.pdf,Vinícius Oliveira Fernandes,3,,Vinícius Oliveira Fernande,3,True,3,3,3
synth_filled_v2,pdf/37_auxiliar_de_acougue_gabriel_macedo_souza_f06.pdf,Gabriel Macedo Souza,3,,Gabriel Macedo Souza,3,True,3,1,3
synth_filled_v2,pdf/38_repositor(a)_de_loja_davi_nascimento_nascim_f07.pdf,Davi Nascimento Nascimento,1,,Davi Nascimento Nascime,1,True,1,0,0
synth_filled_v2,pdf/39_auxiliar_administrat_patricia_nogueira_cost_f08.pdf,Patrícia Nogueira Costa,1,,Patrícia Nogueira Costa,2,True,1,1,1
synth_filled_v2,pdf/40_assistente_administr_larissa_silva_gomes_multiemail_f09.pdf,Larissa Silva Gomes,3,,Larissa Silva Gomes,3,True,3,2,3
synth_filled_v2,pdf/41_repositor(a)_de_loja_renata_fernandes_ribei_f10.pdf,Renata Fernandes Ribeiro,2,,Renata Fernandes Ribeiro,2,True,2,1,0
synth_filled_v2,pdf/42_motorista_de_entrega_maria_santos_correia_f11.pdf,Maria Santos Correia,1,,Maria Santos Correia,1,True,1,1,0
synth_filled_v2,pdf/43_auxiliar_de_acougue_isabela_pinto_mendes_p00.pdf,Isabela Pinto Mendes,2,,Isabela Pinto Mendes,2,True,2,2,2
synth_filled_v2,pdf/44_auxiliar_de_servicos_aline_carvalho_teixeir_p01.pdf,Aline Carvalho Teixeira,1,,Aline Carvalho Teixeira,1,True,1,1,1
synth_filled_v2,pdf/45_tecnico_de_enfermage_murilo_pereira_pinto_upper_p02.pdf,MURILO PEREIRA PINTO,3,,MURILO PEREIRA PINTO,3,True,3,2,3
synth_filled_v2,pdf/46_conferente_gabriel_carvalho_santo_f00.pdf,Gabriel Carvalho Santos,3,,Gabriel Carvalho Santos,3,True,3,2,3
synth_filled_v2,pdf/47_cozinheira_patricia_oliveira_mart_f01.pdf,Patrícia Oliveira Martins,3,,Patrícia Oliveira Martins,3,True,3,2,3
synth_filled_v2,pdf/48_consultor_de_vendas_gustavo_pereira_olivei_f02.pdf,Gustavo Pereira Oliveira,3,,Gustavo Pereira,3,True,3,2,3
synth_filled_v2,pdf/49_operador_de_caixa_mariana_moreira_ribeir_f03.pdf,Mariana Moreira Ribeiro,1,,Moreira Ribeiro,1,True,1,1,1
synth_filled_v2,pdf/50_tecnico_de_enfermage_priscila_ferreira_oliv_noaccent_f04.pdf,Priscila Ferreira Oliveira,2,,Ferreira Oliveira,2,True,2,1,0
synth_filled_v2,pdf/51_operador_de_caixa_marcelo_ribeiro_silva_f05.pdf,Marcelo Ribeiro Silva,3,,Marcelo Ribeiro Silva,3,True,3,1,3
synth_filled_v2,pdf/52_auxiliar_de_limpeza_andre_oliveira_martins_f06.pdf,André Oliveira Martins,3,,André Oliveira Martins,3,True,3,1,3
synth_filled_v2,pdf/53_auxiliar_de_acougue_isabela_moreira_martin_f07.pdf,Isabela Moreira Martins,2,,Isabela Moreira Ma,2,True,2,1,2
synth_filled_v2,pdf/54_balconista_de_farmac_camila_rodrigues_mende_f08.pdf,Camila Rodrigues Mendes,3,,Camila Rodrigues,3,True,3,2,3
synth_filled_v2,pdf/55_repositor_de_mercado_carolina_freitas_nasci_multiemail_f09.pdf,Carolina Freitas Nascimento,3,,Carolina Freitas Nascimento,3,True,3,1,3
synth_filled_v2,pdf/56_atendente_de_caixa_renata_araujo_moreira_f10.pdf,Renata Araújo Moreira,3,,Renata Araújo Moreira,3,True,3,2,3
synth_filled_v2,pdf/57_vendedora_patricia_almeida_pinto_f11.pdf,Patrícia Almeida Pinto,1,,Patrícia Almeida Pinto,1,True,1,1,0
synth_filled_v2,pdf/58_recepcionista_otavio_correia_mendes_p00.pdf,Otávio Correia Mendes,3,,Otávio Correia Mendes,3,True,3,2,3
synth_filled_v2,pdf/59_assistente_de_rh_vitoria_freitas_gomes_p01.pdf,Vitória Freitas Gomes,2,,Vitória Freitas Gomes,2,True,2,1,2
synth_filled_v2,pdf/60_operadora_de_caixa_felipe_martins_freitas_upper_p02.pdf,FELIPE MARTINS FREITAS,1,,FELIPE MARTINS FREITAS,1,True,1,1,1
synth_filled_v2,pdf/61_auxiliar_de_servicos_davi_freitas_freitas_f00.pdf,Davi Freitas Freitas,2,,Davi Freitas Freitas,2,True,2,2,2
synth_filled_v2,pdf/62_auxiliar_administrat_helena_pinto_vieira_f01.pdf,Helena Pinto Vieira,3,,Helena Pinto Vieira,3,True,3,3,3
synth_filled_v2,pdf/63_auxiliar_de_acougue_bernardo_cardoso_mende_f02.pdf,Bernardo Cardoso Mendes,2,,Bernardo Cardoso,2,True,2,2,2
synth_filled_v2,pdf/64_motorista_entregador_bruno_ferreira_rodrigu_f03.pdf,Bruno Ferreira Rodrigues,2,,Ferreira Rodrigues,2,True,2,0,2
synth_filled_v2,pdf/65_auxiliar_de_servicos_maria_monteiro_ferreir_noaccent_f04.pdf,Maria Monteiro Ferreira,1,,Monteiro Ferreira,1,True,1,1,1
synth_filled_v2,pdf/66_atendente_de_caixa_murilo_mendes_cardoso_f05.pdf,Murilo Mendes Cardoso,2,,Murilo Mendes Cardoso,2,True,2,2,2
synth_filled_v2,pdf/67_estoquista_otavio_cardoso_ribeiro_f06.pdf,Otávio Cardoso Ribeiro,3,,Otávio Cardoso Ribeiro,3,True,3,2,3
synth_filled_v2,pdf/68_atendente_de_recepca_marcelo_gomes_almeida_f07.pdf,Marcelo Gomes Almeida,3,,Marcelo Gomes Almeida,3,True,3,2,3
synth_filled_v2,pdf/69_repositor_de_mercado_bernardo_ferreira_barb_f08.pdf,Bernardo Ferreira Barbosa,2,,Bernardo Ferreira B,2,True,2,0,2
synth_filled_v2,pdf/70_atendente_de_farmaci_thiago_teixeira_silva_multiemail_f09.pdf,Thiago Teixeira Silva,2,,Thiago Teixeira Silva,2,True,2,0,2
synth_filled_v2,pdf/71_tecnica_em_enfermage_fernanda_fernandes_car_f10.pdf,Fernanda Fernandes Cardoso,2,,Fernanda Fernandes,2,True,2,2,0
synth_filled_v2,pdf/72_repositor_de_mercado_camila_gomes_nasciment_f11.pdf,Camila Gomes Nascimento,3,,Camila Gomes Nascimento,3,True,3,2,3
synth_filled_v2,pdf/73_atendente_de_caixa_sophia_pereira_nascime_p00.pdf,Sophia Pereira Nascimento,1,,Sophia Pereira Nascimento,1,True,1,1,1
synth_filled_v2,pdf/74_estoquista_andre_cardoso_martins_p01.pdf,André Cardoso Martins,3,,André Cardoso Martins,3,True,3,2,3
synth_filled_v2,pdf/75_atendente_de_call_ce_renata_moreira_cardoso_upper_p02.pdf,RENATA MOREIRA CARDOSO,3,,RENATA MOREIRA CARDOSO,3,True,3,3,3
synth_filled_v2,pdf/76_recepcionista_maria_martins_vieira_f00.pdf,Maria Martins Vieira,3,,Maria Martins Vieira,3,True,3,2,3
synth_filled_v2,pdf/77_motorista_entregador_mariana_costa_correia_f01.pdf,Mariana Costa Correia,2,,Mariana Costa Correia,2,True,2,1,2
synth_filled_v2,pdf/78_acougueiro_priscila_cavalcante_ro_f02.pdf,Priscila Cavalcante Rodrigues,3,,Priscila Cavalcante,3,True,3,3,3
synth_filled_v2,pdf/79_motorista_entregador_henrique_macedo_barbos_f03.pdf,Henrique Macedo Barbosa,2,,Macedo Barbosa,2,True,2,2,2
synth_filled_v2,pdf/80_tecnica_em_enfermage_priscila_nogueira_pint_noaccent_f04.pdf,Priscila Nogueira Pinto,3,,Nogueira Pinto,3,True,3,2,0
synth_filled_v2,pdf/81_auxiliar_financeiro_beatriz_oliveira_perei_f05.pdf,Beatriz Oliveira Pereira,3,,Beatriz Oliveira Pere,3,True,3,2,3
synth_filled_v2,pdf/82_operadora_de_caixa_enzo_pereira_carvalho_f06.pdf,Enzo Pereira Carvalho,1,,Enzo Pereira Carvalho,1,True,1,1,1
synth_filled_v2,pdf/83_atendente_de_caixa_juliana_vieira_ribeiro_f07.pdf,Juliana Vieira Ribeiro,2,,Juliana Vieira Ribeiro,2,True,2,1,2
synth_filled_v2,pdf/84_auxiliar_de_cozinha_lucas_moreira_cavalcan_f08.pdf,Lucas Moreira Cavalcante,1,,Lucas Moreira Cavalcante,2,True,1,1,1
synth_filled_v2,pdf/85_balconista_de_farmac_lucas_moreira_gomes_multiemail_f09.pdf,Lucas Moreira Gomes,3,,Lucas Moreira Gomes,3,True,3,2,3
synth_filled_v2,pdf/86_balconista_de_farmac_isabela_almeida_ferrei_f10.pdf,Isabela Almeida Ferreira,3,,Isabela Almeida Ferreira,3,True,3,3,3
synth_filled_v2,pdf/87_gerente_de_loja_lucas_martins_fernande_f11.pdf,Lucas Martins Fernandes,1,,Lucas Martins Fernandes,1,True,1,1,0
synth_filled_v2,pdf/88_gerente_de_filial_rodrigo_pereira_barbos_p00.pdf,Rodrigo Pereira Barbosa,2,,Rodrigo Pereira Barbosa,2,True,2,1,2
synth_filled_v2,pdf/89_operador_de_sac_bernardo_monteiro_cava_p01.pdf,Bernardo Monteiro Cavalcante,2,,Bernardo Monteiro Cavalcante,2,True,2,2,2
synth_filled_v2,pdf/90_auxiliar_de_estoque_ana_carvalho_barbosa_upper_p02.pdf,ANA CARVALHO BARBOSA,2,,ANA CARVALHO BARBOSA,2,True,2,2,2
synth_filled_v2,pdf/91_assistente_administr_bernardo_cardoso_mende_f00.pdf,Bernardo Cardoso Mendes,1,,Bernardo Cardoso Mendes,1,True,1,1,1
synth_filled_v2,pdf/92_enfermeiro_assistenc_bruna_martins_cardoso_f01.pdf,Bruna Martins Cardoso,2,,Bruna Martins Cardoso,3,True,2,0,2
synth_filled_v2,pdf/93_motorista_entregador_juliana_monteiro_barbo_f02.pdf,Juliana Monteiro Barbosa,2,,Juliana Monteiro,2,True,2,1,2
synth_filled_v2,pdf/94_gerente_de_loja_leticia_martins_pinto_f03.pdf,Letícia Martins Pinto,3,,Martins Pinto,3,True,3,3,3
synth_filled_v2,pdf/95_balconista_de_farmac_ana_lima_nascimento_noaccent_f04.pdf,Ana Lima Nascimento,3,,Lima Nascimento,3,True,3,3,3
synth_filled_v2,pdf/96_auxiliar_de_limpeza_rafael_pereira_macedo_f05.pdf,Rafael Pereira Macedo,3,,Rafael Pereira Macedo,3,True,3,2,3
synth_filled_v2,pdf/97_enfermeira_lucas_oliveira_nascime_f06.pdf,Lucas Oliveira Nascimento,3,,Lucas Oliveira Nascimento,3,True,3,3,3
synth_filled_v2,pdf/98_analista_financeiro__andre_ribeiro_monteiro_f07.pdf,André Ribeiro Monteiro,2,,André Ribeiro Monteiro,2,True,2,1,2
synth_filled_v2,pdf/99_auxiliar_administrat_caio_ribeiro_cavalcant_f08.pdf,Caio Ribeiro Cavalcante,1,,Caio Ribeiro Cavalcante,2,True,1,1,1
synth_filled_v2,pdf/100_operador_de_caixa_pedro_barbosa_monteiro_multiemail_f09.pdf,Pedro Barbosa Monteiro,2,,Pedro Barbosa Monteiro,2,True,2,0,2
synth_filled_v2,pdf/101_atendente_de_caixa_amanda_gomes_almeida_f10.pdf,Amanda Gomes Almeida,3,,Amanda Gomes Almeida,3,True,3,3,3
synth_filled_v2,pdf/102_tecnico_de_enfermage_marcelo_rodrigues_cost_f11.pdf,Marcelo Rodrigues Costa,1,,Marcelo Rodrigues Costa,1,True,1,1,0
synth_filled_v2,pdf/103_engenheiro_de_softwa_debora_barbosa_barbosa_p00.pdf,Débora Barbosa Barbosa,2,,Débora Barbosa Barbosa,2,True,2,2,2
synth_filled_v2,pdf/104_operadora_de_caixa_rafael_cardoso_teixeir_p01.pdf,Rafael Cardoso Teixeira,2,,Rafael Cardoso Teixeira,2,True,2,2,2
synth_filled_v2,pdf/105_vendedor_leonardo_nogueira_souz_upper_p02.pdf,LEONARDO NOGUEIRA SOUZA,3,,LEONARDO NOGUEIRA SOUZA,3,True,3,3,3
synth_filled_v2,pdf/106_atendente_de_recepca_rafaela_rodrigues_viei_f00.pdf,Rafaela Rodrigues Vieira,2,,Rafaela Rodrigues Vieira,2,True,2,1,2
synth_filled_v2,pdf/107_conferente_lucas_rodrigues_pinto_f01.pdf,Lucas Rodrigues Pinto,2,,Lucas Rodrigues Pinto,2,True,2,2,2
synth_filled_v2,pdf/108_auxiliar_administrat_otavio_mendes_barbosa_f02.pdf,Otávio Mendes Barbosa,1,,Ensino Médio Completo,1,False,1,0,0
synth_filled_v2,pdf/109_gerente_de_filial_debora_silva_cardoso_f03.pdf,Débora Silva Cardoso,2,,Silva Cardoso,2,True,2,2,2
synth_filled_v2,pdf/110_atendente_de_farmaci_davi_pereira_almeida_noaccent_f04.pdf,Davi Pereira Almeida,2,,Pereira Almeida,2,True,2,1,2
synth_filled_v2,pdf/111_atendente_de_caixa_pedro_ferreira_macedo_f05.pdf,Pedro Ferreira Macedo,2,,Pedro Ferreira Ma,2,True,2,0,2
synth_filled_v2,pdf/112_auxiliar_de_recursos_ana_cavalcante_rodrigu_f06.pdf,Ana Cavalcante Rodrigues,1,,Ana Cavalcante Rodrigues,1,True,1,1,1
synth_filled_v2,pdf/113_consultor_de_vendas_igor_cavalcante_pinto_f07.pdf,Igor Cavalcante Pinto,2,,Igor Cavalcante Pinto,2,True,2,2,2
synth_filled_v2,pdf/114_balconista_de_farmac_rodrigo_nogueira_carva_f08.pdf,Rodrigo Nogueira Carvalho,3,,Rodrigo Nogueira C,3,True,3,2,3
synth_filled_v2,pdf/115_gerente_de_loja_mateus_cardoso_ribeiro_multiemail_f09.pdf,Mateus Cardoso Ribeiro,2,,Mateus Cardoso Ribeiro,2,True,2,1,1
synth_filled_v2,pdf/116_auxiliar_de_estoque_gabriela_araujo_almeid_f10.pdf,Gabriela Araújo Almeida,3,,Gabriela Araújo Almeida,3,True,3,2,3
synth_filled_v2,pdf/117_auxiliar_de_limpeza_otavio_macedo_ferreira_f11.pdf,Otávio Macedo Ferreira,1,,Otávio Macedo Ferreira,1,True,1,1,0
synth_filled_v2,pdf/118_estoquista_vitoria_vieira_pereira_p00.pdf,Vitória Vieira Pereira,2,,Vitória Vieira Pereira,2,True,2,0,2
synth_filled_v2,pdf/119_atendente_de_farmaci_thiago_cardoso_lima_p01.pdf,Thiago Cardoso Lima,1,,Thiago Cardoso Lima,1,True,1,0,1
synth_filled_v2,pdf/120_repositor_de_mercado_bruno_almeida_pereira_upper_p02.pdf,BRUNO ALMEIDA PEREIRA,2,,BRUNO ALMEIDA PEREIRA,2,True,2,2,2
synth_filled_v2,docx/121_auxiliar_administrat_leticia_lima_mendes.docx,Letícia Lima Mendes,1,,Letícia Lima Mendes,1,True,1,1,1
synth_filled_v2,docx/122_atendente_de_caixa_larissa_cardoso_santos.docx,Larissa Cardoso Santos,2,,LARISSA CARDOSO SANTOS,3,True,2,2,2
synth_filled_v2,docx/123_balconista_de_farmac_pedro_almeida_correia.docx,Pedro Almeida Correia,3,,Pedro Almeida Correia,3,True,3,3,3
synth_filled_v2,docx/124_desenvolvedor_backen_tatiane_ferreira_costa.docx,Tatiane Ferreira Costa,3,,Tatiane Ferreira Costa,0,True,0,0,0
synth_filled_v2,docx/125_balconista_de_farmac_thiago_lima_pereira_noaccent.docx,Thiago Lima Pereira,2,,Thiago Lima Pereira,2,True,2,1,2
synth_filled_v2,docx/126_auxiliar_de_servicos_davi_martins_cardoso.docx,Davi Martins Cardoso,2,,Davi Martins Cardoso,2,True,2,1,2
synth_filled_v2,docx/127_atendente_de_farmaci_marcelo_pinto_teixeira.docx,Marcelo Pinto Teixeira,2,,Marcelo Pinto Teixeira,2,True,2,1,2
synth_filled_v2,docx/128_consultor_de_vendas_otavio_pereira_ferreir.docx,Otávio Pereira Ferreira,3,,OTÁVIO PEREIRA FERREIRA,4,True,3,3,3
synth_filled_v2,docx/129_estoquista_bruna_cardoso_silva.docx,Bruna Cardoso Silva,3,,Bruna Cardoso Silva,3,True,3,3,3
synth_filled_v2,docx/130_operadora_de_caixa_rodrigo_barbosa_ferrei_multiemail.docx,Rodrigo Barbosa Ferreira,3,,Rodrigo Barbosa Ferreira,3,True,3,2,3
synth_filled_v2,docx/131_operadora_de_caixa_marcelo_monteiro_olive.docx,Marcelo Monteiro Oliveira,3,,Marcelo Monteiro Oliveira,3,True,3,2,3
synth_filled_v2,docx/132_operador_de_caixa_tatiane_souza_freitas.docx,Tatiane Souza Freitas,3,,Tatiane Souza Freitas,3,True,3,3,3
synth_filled_v2,docx/133_motorista_de_entrega_leticia_rodrigues_barb.docx,Letícia Rodrigues Barbosa,3,,Letícia Rodrigues Barbosa,3,True,3,3,3
synth_filled_v2,docx/134_enfermeiro_assistenc_rodrigo_almeida_cardos.docx,Rodrigo Almeida Cardoso,3,,RODRIGO ALMEIDA CARDOSO,4,True,3,2,3
synth_filled_v2,docx/135_acougueiro_murilo_araujo_santos_upper.docx,MURILO ARAÚJO SANTOS,2,,MURILO ARAÚJO SANTOS,2,True,2,1,2
synth_filled_v2,docx/136_cozinheiro_camila_freitas_ribeiro.docx,Camila Freitas Ribeiro,2,,Camila Freitas Ribeiro,2,True,2,2,2
synth_filled_v2,docx/137_consultor_de_vendas_maria_ferreira_ribeiro.docx,Maria Ferreira Ribeiro,1,,Maria Ferreira Ribeiro,1,True,1,1,1
synth_filled_v2,docx/138_balconista_de_farmac_igor_souza_nogueira.docx,Igor Souza Nogueira,2,,Igor Souza Nogueira,2,True,2,1,2
synth_filled_v2,docx/139_atendente_de_caixa_tatiane_oliveira_morei.docx,Tatiane Oliveira Moreira,3,,Tatiane Oliveira Moreira,3,True,3,2,3
synth_filled_v2,docx/140_gerente_de_loja_helena_costa_teixeira_noaccent.docx,Helena Costa Teixeira,1,,HELENA COSTA TEIXEIRA,2,True,1,1,1
synth_filled_v2,docx/141_operadora_de_caixa_lucas_souza_barbosa.docx,Lucas Souza Barbosa,3,,Lucas Souza Barbosa,3,True,3,3,3
synth_filled_v2,docx/142_enfermeiro_thiago_oliveira_gomes.docx,Thiago Oliveira Gomes,3,,Thiago Oliveira Gomes,3,True,3,3,3
synth_filled_v2,docx/143_conferente_mariana_correia_noguei.docx,Mariana Correia Nogueira,1,,Mariana Correia Nogueira,1,True,1,1,0
synth_filled_v2,docx/144_operador_de_caixa_larissa_ribeiro_olivei.docx,Larissa Ribeiro Oliveira,1,,Larissa Ribeiro Oliveira,1,True,1,1,1
synth_filled_v2,docx/145_auxiliar_de_reposica_patricia_freitas_cardo_multiemail.docx,Patrícia Freitas Cardoso,2,,Patrícia Freitas Cardoso,2,True,2,2,2
synth_filled_v2,pdf/300_engenheiro_de_software_andre_moreira_ribeiro_plain_left_gutter.pdf,André Moreira Ribeiro,1,,André Moreira Ribeiro,2,True,1,0,1
synth_filled_v2,pdf/301_operadora_de_caixa_maria_correia_ferreira_plain_left_gutter.pdf,Maria Correia Ferreira,3,,Maria Correia Ferreira,4,True,3,3,3
synth_filled_v2,pdf/302_operador_de_sac_beatriz_ribeiro_mendes_designer_outlined_box.pdf,Beatriz Ribeiro Mendes,3,,Beatriz Ribeiro Mendes,3,True,3,2,1
synth_filled_v2,pdf/303_auxiliar_de_acougue_rafael_nogueira_martins_plain_single.pdf,Rafael Nogueira Martins,3,,Rafael Nogueira Martins,3,True,3,2,3
synth_filled_v2,pdf/304_vendedora_davi_nascimento_santos_sidebar_contact_left.pdf,Davi Nascimento Santos,2,,Davi Nascimento Santos,1,True,1,0,0
synth_filled_v2,pdf/305_conferente_renata_nogueira_nogueira_concurso.pdf,Renata Nogueira Nogueira,2,,Renata Nogueira Nogueira,2,True,2,1,2
synth_filled_v2,pdf/306_estoquista_daniel_pinto_almeida_designer_outlined_box.pdf,Daniel Pinto Almeida,1,,Daniel Pinto Almeida,1,True,1,1,1
synth_filled_v2,pdf/307_cozinheira_murilo_almeida_ribeiro_plain_single.pdf,Murilo Almeida Ribeiro,2,,Murilo Almeida Ribeiro,2,True,2,2,2
synth_filled_v2,pdf/308_analista_financeiro_ju_bernardo_macedo_monteiro_sidebar_contact_left.pdf,Bernardo Macedo Monteiro,2,,Bernardo Macedo Monteiro,2,True,2,1,2
synth_filled_v2,pdf/309_auxiliar_de_servicos_g_andre_rodrigues_cavalcan_sidebar_contact_left.pdf,André Rodrigues Cavalcante,3,,André Rodrigues Cavalcante,3,True,3,2,3
synth_filled_v2,pdf/310_atendente_de_caixa_priscila_teixeira_araujo_designer_monogram.pdf,Priscila Teixeira Araújo,1,,Priscila Teixeira Araújo,1,True,1,0,1
synth_filled_v2,pdf/311_acougueiro_gustavo_moreira_teixeira_plain_left_gutter.pdf,Gustavo Moreira Teixeira,3,,Gustavo Moreira Teixeira,4,True,3,3,3
synth_filled_v2,pdf/312_auxiliar_administrativ_rafael_pereira_gomes_sidebar_contact_left.pdf,Rafael Pereira Gomes,2,,Rafael Pereira Gomes,2,True,2,2,2
synth_filled_v2,pdf/313_balconista_de_farmacia_patricia_nascimento_more_designer_bracket_frame.pdf,Patrícia Nascimento Moreira,3,,Patrícia Nascimento Moreira,3,True,3,2,3
synth_filled_v2,pdf/314_engenheiro_de_software_isabela_costa_cardoso_designer_outlined_box.pdf,Isabela Costa Cardoso,3,,Isabela Costa Cardoso,3,True,3,2,3
synth_filled_v2,pdf/315_atendente_de_caixa_lucas_moreira_pinto_sidebar_right.pdf,Lucas Moreira Pinto,2,,Lucas Moreira Pinto,2,True,2,2,2
synth_filled_v2,pdf/316_atendente_de_telemarke_larissa_ferreira_macedo_sidebar_contact_left.pdf,Larissa Ferreira Macedo,2,,Larissa Ferreira Macedo,1,True,1,0,2
synth_filled_v2,pdf/317_tecnica_em_enfermagem_daniel_macedo_rodrigues_concurso.pdf,Daniel Macedo Rodrigues,2,,Daniel Macedo Rodrigues,2,True,2,1,2
synth_filled_v2,pdf/318_auxiliar_de_servicos_g_tatiane_souza_teixeira_plain_single.pdf,Tatiane Souza Teixeira,1,,Tatiane Souza Teixeira,1,True,1,1,1
